post_id,post_link
71339054219_328196367252809,https://www.facebook.com/71339054219/posts/328196367252809
71339054219_328259207269862,https://www.facebook.com/71339054219/posts/328259207269862
71339054219_328819107166193,https://www.facebook.com/71339054219/posts/328819107166193
71339054219_329253390466060,https://www.facebook.com/71339054219/posts/329253390466060
71339054219_329381637115019,https://www.facebook.com/71339054219/posts/329381637115019
71339054219_329397843808554,https://www.facebook.com/71339054219/posts/329397843808554
71339054219_329533690467733,https://www.facebook.com/71339054219/posts/329533690467733
71339054219_330053887085040,https://www.facebook.com/71339054219/posts/330053887085040
71339054219_330363933728016,https://www.facebook.com/71339054219/posts/330363933728016
71339054219_331034991042,https://www.facebook.com/71339054219/posts/331034991042
71339054219_331105862924,https://www.facebook.com/71339054219/posts/331105862924
71339054219_331266266986142,https://www.facebook.com/71339054219/posts/331266266986142
71339054219_331267166985626,https://www.facebook.com/71339054219/posts/331267166985626
71339054219_331309279325,https://www.facebook.com/71339054219/posts/331309279325
71339054219_331434123067,https://www.facebook.com/71339054219/posts/331434123067
71339054219_331483143579591,https://www.facebook.com/71339054219/posts/331483143579591
71339054219_331500083592346,https://www.facebook.com/71339054219/posts/331500083592346
71339054219_331594633582225,https://www.facebook.com/71339054219/posts/331594633582225
71339054219_331793148632,https://www.facebook.com/71339054219/posts/331793148632
71339054219_332042283487771,https://www.facebook.com/71339054219/posts/332042283487771
71339054219_332521836809410,https://www.facebook.com/71339054219/posts/332521836809410
71339054219_332778022807,https://www.facebook.com/71339054219/posts/332778022807
71339054219_332783150144902,https://www.facebook.com/71339054219/posts/332783150144902
71339054219_332993453461629,https://www.facebook.com/71339054219/posts/332993453461629
71339054219_332998253440129,https://www.facebook.com/71339054219/posts/332998253440129
71339054219_333002046791230,https://www.facebook.com/71339054219/posts/333002046791230
71339054219_333125386775619,https://www.facebook.com/71339054219/posts/333125386775619
71339054219_333186766692527,https://www.facebook.com/71339054219/posts/333186766692527
71339054219_333290496727361,https://www.facebook.com/71339054219/posts/333290496727361
71339054219_333386390012935,https://www.facebook.com/71339054219/posts/333386390012935
71339054219_333942981351,https://www.facebook.com/71339054219/posts/333942981351
71339054219_334167613270803,https://www.facebook.com/71339054219/posts/334167613270803
71339054219_334331839934014,https://www.facebook.com/71339054219/posts/334331839934014
71339054219_334345016587176,https://www.facebook.com/71339054219/posts/334345016587176
71339054219_334349314860,https://www.facebook.com/71339054219/posts/334349314860
71339054219_334487926631934,https://www.facebook.com/71339054219/posts/334487926631934
71339054219_334726166601219,https://www.facebook.com/71339054219/posts/334726166601219
71339054219_334789229871962,https://www.facebook.com/71339054219/posts/334789229871962
71339054219_334857346843,https://www.facebook.com/71339054219/posts/334857346843
71339054219_334875794653,https://www.facebook.com/71339054219/posts/334875794653
71339054219_335085869896777,https://www.facebook.com/71339054219/posts/335085869896777
71339054219_335305666549744,https://www.facebook.com/71339054219/posts/335305666549744
71339054219_335323983146763,https://www.facebook.com/71339054219/posts/335323983146763
71339054219_335531153157564,https://www.facebook.com/71339054219/posts/335531153157564
71339054219_335706606520041,https://www.facebook.com/71339054219/posts/335706606520041
71339054219_335761723127991,https://www.facebook.com/71339054219/posts/335761723127991
71339054219_335771749784347,https://www.facebook.com/71339054219/posts/335771749784347
71339054219_335819023166842,https://www.facebook.com/71339054219/posts/335819023166842
71339054219_335900149832777,https://www.facebook.com/71339054219/posts/335900149832777
71339054219_336160426853,https://www.facebook.com/71339054219/posts/336160426853
